Village_Name,Village,Union_Name
UTTAR SAJURIA,210,RAJIHAR
BAROHAZAR BARIALI,020,RATNAPUR
BAROPAIKA,020,RATNAPUR
DAPAIR PAR,041,RATNAPUR
BELUHAR,020,RATNAPUR
CHAPACHUPA,030,RATNAPUR
CHAUKATHI,030,RATNAPUR
CHHAYGRAM,030,RATNAPUR
DATTERABAD,040,RATNAPUR
GOUHAR,070,RATNAPUR
MOHANKATHI,130,RATNAPUR
MOLLAPARA,130,RATNAPUR
DIGHIBALI,040,RATNAPUR
NAGAR,141,RATNAPUR
RATNAPUR,180,RATNAPUR
TALTAAICHA,200,RATNAPUR
SUNDARGAON,190,RATNAPUR
THANESHWARKATHI,201,RATNAPUR
ARJI KALIKAPUR,010,CHANDPASHA
ARJUNMAJHI,010,CHANDPASHA
BAKSHIRCHAR,020,CHANDPASHA
BANSHGARI,020,CHANDPASHA
BAYLAKHALI,020,CHANDPASHA
BHABANIPUR,020,CHANDPASHA
CHANDIPUR,030,CHANDPASHA
AICHARHAOLA,010,CHANDPASHA
CHANDPASHA,031,CHANDPASHA
DECREERCHAR,042,CHANDPASHA
GHATAKERCHAR,073,CHANDPASHA
SREEMANTA RAY,194,CHANDPASHA
DARIABAD,040,CHANDPASHA
DHUMCHAR,040,CHANDPASHA
GAZIPUR,070,CHANDPASHA
KALIKAPUR,110,CHANDPASHA
KOLCHAR,110,CHANDPASHA
UTTAR RAFIADI,180,CHANDPASHA
DAKHIN RAFIADI,185,CHANDPASHA
ARJI BAHERCHAR GHOSHKATHI,010,DEHERGATI
BAHERCHAR KHUDRAKATHI,020,DEHERGATI
BAHERCHAR GHOSHKATHI,020,DEHERGATI
CHA RSADHUKATHI KARAMULLAHKATHI,030,DEHERGATI
DEHERGATI,040,DEHERGATI
IDILKATHI,090,DEHERGATI
KHARIJ JAMACHAR,110,DEHERGATI
RAKUDIA,180,DEHERGATI
RAHUTKATHI,180,DEHERGATI
UTTAR DEHERGATI,210,DEHERGATI
AGARPUR,010,JAHANGIRNAGAR
BRAHMANDIA,020,JAHANGIRNAGAR
CHAR ALGI,030,JAHANGIRNAGAR
CHAR FATEPUR,030,JAHANGIRNAGAR
CHAR HOGALPATIA,030,JAHANGIRNAGAR
CHAR JAHAPUR,030,JAHANGIRNAGAR
CHAR MAISHA,030,JAHANGIRNAGAR
SHILANDIA,190,JAHANGIRNAGAR
THAKUR MALLIK,200,JAHANGIRNAGAR
UTTAR CHAR BHUTARDIA,210,JAHANGIRNAGAR
DAKKHIN CHAR DAKATIA,040,JAHANGIRNAGAR
GHOSHKATHI RAMJANKATHI,070,JAHANGIRNAGAR
ISLAMPUR,090,JAHANGIRNAGAR
LAMCHAR GHOSHKATHI,120,JAHANGIRNAGAR
NATUN CHAR JAHAPUR,140,JAHANGIRNAGAR
TILERCHAR,200,JAHANGIRNAGAR
BHUTERDIA,020,KEDARPUR
CHHANI KEDARPUR,030,KEDARPUR
DAKKHIN BHUTERDIA,040,KEDARPUR
DAKKHIN CHAR JAHAPUR,040,KEDARPUR
KEDARPUR,110,KEDARPUR
KISMAT THAKURMALLIK,110,KEDARPUR
PASHCHIM BHUTERDIA,160,KEDARPUR
PURBA BHUTERDIA,160,KEDARPUR
PURBA KEDARPUR,160,KEDARPUR
CHANDRAPARA,030,MADHABPASA
CHHATIA,030,MADHABPASA
GAJALIA,070,MADHABPASA
GOALDIMUSHURIA,070,MADHABPASA
HADIBASKATHI,080,MADHABPASA
HIJLA,080,MADHABPASA
LAFADI,120,MADHABPASA
BAIRKHALI,020,MADHABPASA
BIRPASHA,021,MADHABPASA
FULTALA,062,MADHABPASA
GOALBATHAN,073,MADHABPASA
MADHABPASHA,134,MADHABPASA
MEGHIA,130,MADHABPASA
MUSHURIA,130,MADHABPASA
PANGSHA,160,MADHABPASA
PASHCHIM PANGSHA,160,MADHABPASA
PRATAPPUR,160,MADHABPASA
PURBA RAHMATPUR,160,MADHABPASA
RABINDRANAGAR,180,MADHABPASA
BADLA,020,MADHABPASA
DOARIKA,040,RAHMATPUR
KHANPURA,110,RAHMATPUR
KHUDRAKATHI,110,RAHMATPUR
KUMARIAR PIT,110,RAHMATPUR
LAMCHAR KSHUDRAKATI,120,RAHMATPUR
LOHALIA,120,RAHMATPUR
MAHISHADI,130,RAHMATPUR
MANIKKATHI,130,RAHMATPUR
OLANKATHI,150,RAHMATPUR
PASHCHIM RAHAMATPUR,160,RAHMATPUR
BOALIA,020,RAHMATPUR
RAJGURU,181,RAHMATPUR
RAJKAR,180,RAHMATPUR
RAMPATTI,180,RAHMATPUR
SADEKKHAN,190,RAHMATPUR
SINGHERKATHI,190,RAHMATPUR
UTTAR RAHMATPUR,210,RAHMATPUR
ATAKATI,010,BHARPASHA
BARA KRISHNAKATHI,020,BHARPASHA
BHARPASHA,021,BHARPASHA
KHEJURA BHARPASHA,113,BHARPASHA
DUDHALMOU,040,BHARPASHA
KANKI,110,BHARPASHA
PASHCHIM LAKKHIPASHA,160,BHARPASHA
BALAIKATHI,020,CHARADI
CHARADI,030,CHARADI
CHHAGALDI,030,CHARADI
GOPALPUR,070,CHARADI
HALTA,081,CHARADI
MAKIMABAD,130,CHARADI
PASHCHIM CHARADI,160,CHARADI
SANTOSHDI,190,CHARADI
BADALPARA,020,CHARAMADDI
CHAR SATIKHOLA,030,CHARAMADDI
CHARAMADDI,030,CHARAMADDI
DIARCHAR,041,CHARAMADDI
KALIDASIA,112,CHARAMADDI
MAJHGRAM,133,CHARAMADDI
PASHCHIM CHARAMADDI,164,CHARAMADDI
SATIKHOLA,195,CHARAMADDI
DAKKHIN KATADIA,040,CHARAMADDI
UTTAR KATADIA,211,CHARAMADDI
ANDHARMANIK,010,DARIAL
BAMNIKATHI,020,DARIAL
BAMNIKATHI CHARKHANDA,020,DARIAL
BISHARIKATHI CHARKHANDO,020,DARIAL
DAKKHIN KAJLAKATHI,040,DARIAL
DARIAL,040,DARIAL
KOSHABAR,110,DARIAL
SWASTHAL DARIAL,190,DARIAL
UTTAMPUR,210,DARIAL
UTTAR KAJLAKATHI,210,DARIAL
DAKKHIN DUDHAL,040,DUDHAL
MADHYA DUDHAL,131,DUDHAL
UTTAR DUDHAL,212,DUDHAL
CHATRA,030,DUDHAL
CHHOTA KRISHNAKATHI,030,DUDHAL
DATTERABAD,040,DUDHAL
CHAR GOMA,030,DUDHAL
GOMA,071,DUDHAL
KABIRAJ,110,DUDHAL
PASHCHIM SARSI,160,DUDHAL
PILKHANA,160,DUDHAL
PURBA SARSI,160,DUDHAL
PRATAPPUR,160,DUDHAL
SATARAJ,191,DUDHAL
SUNDARKATI,190,DUDHAL
TELNI,200,DUDHAL
BISHAREEKATI,020,DURGAPASHA
CHAR LAKKHIBARDHAN,030,DURGAPASHA
BATASPUR,020,DURGAPASHA
GOBINDAPUR,071,DURGAPASHA
GHOSHKATI,070,DURGAPASHA
JIRAIL,100,DURGAPASHA
KATAKHALI,110,DURGAPASHA
LAKKHIBARDHAN,120,DURGAPASHA
NATUN CHAR DURGHAPASHA,140,DURGAPASHA
PATKATI,160,DURGAPASHA
PURBA ANGARIA,160,DURGAPASHA
BHATSHALA,020,FARIDPUR
KAKARDHA,111,FARIDPUR
SONAPURA,192,FARIDPUR
BHATSHALACHAR,020,FARIDPUR
BHOJMAHAL,020,FARIDPUR
FARIDPUR,060,FARIDPUR
GOMA MANGALSI,070,FARIDPUR
ICHHAPUR,090,FARIDPUR
MANGALSI,130,FARIDPUR
PASHCHIM CHAR RAGHUNATHADDI,160,FARIDPUR
PURBA CHAR RAGUNATHADDI,160,FARIDPUR
RAGHUNATHADDI,180,FARIDPUR
BALIGRAM,020,GARURIA
BAROGHARIA,020,GARURIA
BHANDARIKATI,020,GARURIA
CHAR AULIAPUR,030,GARURIA
CHAR SAMASDI BALIGRAM,030,GARURIA
DEULI,040,GARURIA
DINGARHAT,040,GARURIA
GABHIKHOLA,070,GARURIA
GARURIA,070,GARURIA
HELENCHA,080,GARURIA
HIRADHAR,080,GARURIA
JUNIA,100,GARURIA
KAKURIA,110,GARURIA
KATHIPARA,110,GARURIA
KHAIRABAD,110,GARURIA
MEUR,130,GARURIA
NILGANJ,140,GARURIA
RABIPUR,180,GARURIA
RUNSI PASHURI,180,GARURIA
SAHEBPUR,190,GARURIA
CHUNAKHALI,030,KABAI
DHOLA,040,KABAI
HANUA,080,KABAI
KABAI,110,KABAI
KALERKATI,110,KABAI
KHODABOXKATI,110,KABAI
MACHHUAKHALI,130,KABAI
PIARPUR,160,KABAI
PURBA LAKKHIPASHA,160,KABAI
SHIALGHUNI,190,KABAI
SONAKANDA,190,KABAI
DAKKHIN BAGDIA,040,KALASKATHI
UTTAR BAGDIA,211,KALASKATHI
BEBAZ,020,KALASKATHI
CHHOTA DUDHAL,030,KALASKATHI
KOCHNAGAR,111,KALASKATHI
DAKKHIN NARANGAL,040,KALASKATHI
DAKKHIN SADISH,040,KALASKATHI
DHAPARKATI,040,KALASKATHI
DIATALI,040,KALASKATHI
GURIA,070,KALASKATHI
KALASKATI,110,KALASKATHI
KHUDRAKATI,110,KALASKATHI
PURBA DURGAPUR,160,KALASKATHI
SADISH AMTALI,190,KALASKATHI
UTTAR NARANGAL,210,KALASKATHI
AFALKATI,010,NALUA
CHAR GAZALIA,030,NALUA
MOUKARAN,130,NALUA
BARAIHAOLA,020,NALUA
NALUA,141,NALUA
SHAPLAKHALI,190,NALUA
CHHOTA PUIAUTHA,030,NIAMATI
KAFILA,110,NIAMATI
KRISHNANAGAR,110,NIAMATI
MAHESHPUR,130,NIAMATI
MAHESHPUR KHAS,130,NIAMATI
CHAMTA,030,NIAMATI
NIAMATI,141,NIAMATI
PASHCHIM KRISHNANAGAR,160,NIAMATI
PASHCHIM MAHESHPUR,160,NIAMATI
PORACHINA,160,NIAMATI
PURBA MAHESHPUR (PART),160,NIAMATI
DHALMARA,040,NIAMATI
RAMNAGAR,181,NIAMATI
RUPARJOR,182,NIAMATI
TENGRAKHALI,200,NIAMATI
ARAIBEKI,010,PADREE SHIBPUR
BARA PUIAUTHA,020,PADREE SHIBPUR
BHABANIPUR,020,PADREE SHIBPUR
CHHOTA RAGHUNATHPUR,030,PADREE SHIBPUR
DAKKHINKATHI,040,PADREE SHIBPUR
PADRI SHIBPUR,160,PADREE SHIBPUR
PAR SHIBPUR,160,PADREE SHIBPUR
PASHCHIM DURGAPUR,160,PADREE SHIBPUR
PURBA MAHESHPUR,161,PADREE SHIBPUR
RAGHUNATHPUR,180,PADREE SHIBPUR
SHAK BANIA,190,PADREE SHIBPUR
UTTAR KATHI,210,PADREE SHIBPUR
BAHADURPUR,020,RANGASREE
BAKHARKATHI,020,RANGASREE
BARIA,020,RANGASREE
BIHARIPUR,020,RANGASREE
BIRANGAL,020,RANGASREE
BOALIA,020,RANGASREE
DAOKATHI,040,RANGASREE
IMAMKATHI,090,RANGASREE
KANTHALIA,110,RANGASREE
LOCHANABAD,120,RANGASREE
AULIAPUR,010,RANGASREE
NANDAPARA,141,RANGASREE
PHALAGHAR,160,RANGASREE
RAJAPUR,180,RANGASREE
RANGASREE,180,RANGASREE
RUNSI,180,RANGASREE
SHOBHAKATHI,190,RANGASREE
SHYAMPUR,190,RANGASREE
NAGERKATHI,140,RANGASREE
TABIRKATHI,201,RANGASREE
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
BAISHARI,020,BAISHARI
BALIPARA,020,BAISHARI
BARAMGATI,020,BAISHARI
DANDOAT,040,BAISHARI
DATTAPARA,040,BAISHARI
DUMURIA,040,BAISHARI
GARADWAR,070,BAISHARI
KACHUA,110,BAISHARI
SHIALKATHI,190,BAISHARI
UTTARKUL,210,BAISHARI
ALTA,010,BANARIPARA
BRAHMANKATHI,020,BANARIPARA
GABHA,070,BANARIPARA
JAMBUDWIP,100,BANARIPARA
KAJLAHAR,110,BANARIPARA
MACHHRANG,130,BANARIPARA
NARERKATHI,140,BANARIPARA
RAZZAKPUR,180,BANARIPARA
BISHARKANDI,020,BISHARKANDI
KADAMBARI,110,BISHARKANDI
KALABHITA,110,BISHARKANDI
MARICHBUNIA,130,BISHARKANDI
MURARBARI,130,BISHARKANDI
UMARERPAR,210,BISHARKANDI
ASHURAIL,010,CHAKHAR
BAGHRA,020,CHAKHAR
BALAHAR,020,CHAKHAR
BALIARKATHI,020,CHAKHAR
BARA BHAITSAR,020,CHAKHAR
BARA CHAULAKATHI,020,CHAKHAR
CHAKHAR,030,CHAKHAR
CHALITABARI,030,CHAKHAR
CHHOTA BHAITSAR,030,CHAKHAR
CHHOTA CHAULAKATHI,030,CHAKHAR
CHIRAPARA,030,CHAKHAR
DARIKAR,040,CHAKHAR
GHATAPARA,070,CHAKHAR
JANGALIA,100,CHAKHAR
KHALISHAKOTHA,110,CHAKHAR
NABAGRAM,140,CHAKHAR
PURBA JIRARKATI,160,CHAKHAR
SAKRAL,190,CHAKHAR
SONAR,190,CHAKHAR
ILUHAR,090,ILUHAR
MALUHAR,130,ILUHAR
BASAR,020,SALIABAKPUR
BETAL,020,SALIABAKPUR
CHOUARIPARA,030,SALIABAKPUR
DHARALIA,040,SALIABAKPUR
GOAILBARI,070,SALIABAKPUR
KHEJURBARI,110,SALIABAKPUR
KRISHNAPUR,110,SALIABAKPUR
MADARKATHI,130,SALIABAKPUR
MAHISHAPOTA,130,SALIABAKPUR
NAROTTAMPUR,140,SALIABAKPUR
SALIA BAKPUR,190,SALIABAKPUR
SAKHARIA,190,SALIABAKPUR
AUAR,010,SYEDKATHI
BAOALIA,020,SYEDKATHI
BARA KARFAKAR,020,SYEDKATHI
BHANAN,020,SYEDKATHI
BRAHMANBARI,020,SYEDKATHI
DARIABAD,040,SYEDKATHI
DIDIHAR,040,SYEDKATHI
INDERHAOLA,090,SYEDKATHI
KARPARA,110,SYEDKATHI
MALIKANDA,130,SYEDKATHI
MASJIDBARI,130,SYEDKATHI
NALESREE,140,SYEDKATHI
PASHCHIM JIRARKATHI,160,SYEDKATHI
SATBARIA,190,SYEDKATHI
SYEDKATHI,190,SYEDKATHI
TALAPRASAD,200,SYEDKATHI
GOALIA,070,UDAYKATHI
LABANSARA,120,UDAYKATHI
TETLA,200,UDAYKATHI
UDAYKATHI,210,UDAYKATHI
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
BAGHMARA,020,BARTHI
BANGILA,020,BARTHI
BARA DULALI,020,BARTHI
BARTHI,020,BARTHI
BEJGANTI,020,BARTHI
DAKKHIN BAURGANTI,040,BARTHI
DAKKHIN DHANDOBA,040,BARTHI
DAKKHIN MADRA,040,BARTHI
DAKKHIN RAMSIDDHI,040,BARTHI
DHURIAIL,040,BARTHI
GORAKKHADOBA,070,BARTHI
KATAKASTHAL,110,BARTHI
NANDANPATTI,140,BARTHI
PASHCHIM BAURGANTI,160,BARTHI
SAMADDARERPAR,190,BARTHI
TARAKUPI,200,BARTHI
UTTAR BAURGANTI,210,BARTHI
UTTAR DHANDOBA,210,BARTHI
UTTAR MADRA,210,BARTHI
BACHHAR,020,BATAJOR
BANGKURA,020,BATAJOR
BASUDEBPARA,020,BATAJOR
BATAJOR,020,BATAJOR
DAKKHIN BATAJOR,041,BATAJOR
CHANDRAHAR,030,BATAJOR
DAKKHIN BAHADURPUR,040,BATAJOR
DAKKHIN PASHCHIMPARA,040,BATAJOR
DEOPARA,040,BATAJOR
GHEYAGHAT,070,BATAJOR
HARHAR,080,BATAJOR
JOYSIRKATI,100,BATAJOR
KEFAYETNAGAR,110,BATAJOR
DAKKHIN LAKKHANKATI,040,BATAJOR
LAKKHANKATI,121,BATAJOR
NOAPARA,140,BATAJOR
PASHCHIM CHANDRAHAR,160,BATAJOR
PURBA CHANDRAHAR,160,BATAJOR
SHINGA,190,BATAJOR
SHOULAKAR,190,BATAJOR
UTTAR PASHCHIM CHANDRAHAR,210,BATAJOR
DAKKHIN CHANDSI,040,CHANDSI
DAKKHIN GOBARDHAN,040,CHANDSI
NARSINGHALPATTI,140,CHANDSI
DAKKHIN NATHAI,040,CHANDSI
NATHAI,141,CHANDSI
UTTAR NATHAI,212,CHANDSI
PASHCHIM SAORA,160,CHANDSI
PASHCHIMPARA,160,CHANDSI
UTTAR CHANDSI,210,CHANDSI
AHAMMADKATI,010,KHANJAPUR
BADURTALA,020,KHANJAPUR
BAGISHERPAR,020,KHANJAPUR
BAKAI ICHHAKURI,020,KHANJAPUR
BHURGHATA,020,KHANJAPUR
BRAHMANGAON,020,KHANJAPUR
DAKKHIN MAGURA,040,KHANJAPUR
DONARKANDI,040,KHANJAPUR
GAINERPER,070,KHANJAPUR
ILLA,091,KHANJAPUR
DAKKHIN KAMALAPUR,040,KHANJAPUR
UTTAR KAMLAPUR,211,KHANJAPUR
DAKKHIN KHANJAPUR,040,KHANJAPUR
UTTAR KHANJAPUR,211,KHANJAPUR
KUNIAKANDI,110,KHANJAPUR
MAHIRJARPAR,131,KHANJAPUR
MAGURA MADARIPUR,130,KHANJAPUR
MEDAKUL,130,KHANJAPUR
PASHCHIM BAYSA,160,KHANJAPUR
PASHCHIM DUMURIA,160,KHANJAPUR
PASHCHIM SAMARSINGHA,160,KHANJAPUR
PURBA BAKAI,160,KHANJAPUR
PURBA DUMURIA,160,KHANJAPUR
PURBA SAMARSINGHA,160,KHANJAPUR
SALTA,190,KHANJAPUR
UTTAR MAGURA,210,KHANJAPUR
BAGHAR,020,MAHILARA
BEJAHAR,020,MAHILARA
BHIMERPAR,020,MAHILARA
BILWAGRAM,020,MAHILARA
DAKKHIN BILWAGRAM,041,MAHILARA
UTTAR BILWAGRAM,212,MAHILARA
HAPANIA,080,MAHILARA
JANGALPATTI,100,MAHILARA
MAHILARA,130,MAHILARA
PASHCHIM BEJAHAR,160,MAHILARA
PASHCHIM SARIFABAD,160,MAHILARA
PURBA SARIFABAD,160,MAHILARA
BADARPUR,020,NALCHIRA
CHAR DIASUR,030,NALCHIRA
CHAR KUTUBPUR,030,NALCHIRA
CHAR RAMJANPUR,030,NALCHIRA
DAKKHIN PINGALAKATI,040,NALCHIRA
GARANGAL BORADI,070,NALCHIRA
KALABARIA,110,NALCHIRA
KALNA,110,NALCHIRA
KANDAPASHA,110,NALCHIRA
KUTUBPUR,110,NALCHIRA
LEBUTALI,120,NALCHIRA
NALCHIRA,140,NALCHIRA
NALCHIRA GUCHHAGRAM,141,NALCHIRA
NALCHIRA KHANABARI,140,NALCHIRA
NAZIRPUR SHANKARPASHA,140,NALCHIRA
PINGALAKATI,160,NALCHIRA
PASHCHIM PINGALAKATI,161,NALCHIRA
PURBA GARANGAL,160,NALCHIRA
SHANKARPASHA,190,NALCHIRA
UTTAR KANDA PASHA,210,NALCHIRA
ADHUNA,010,SARIKAL
BANGULIA,020,SARIKAL
BETGARBHA,020,SARIKAL
DAKKHIN SHAKKATI,040,SARIKAL
HOSNABAD,080,SARIKAL
MADHYA HOSNABAD,131,SARIKAL
PURBA HOSNABAD,162,SARIKAL
KURIRCHAR,110,SARIKAL
MADHYA KURIRCHAR,131,SARIKAL
MIAR CHAR,132,SARIKAL
MAHISHA,130,SARIKAL
PASHCHIM CHAR SARIKAL,160,SARIKAL
PURBA CHAR SARIKAL,160,SARIKAL
DAKKHIN SAHAJIRA,040,SARIKAL
SAHAJIRA,191,SARIKAL
SAHEBERCHAR,190,SARIKAL
SARIKAL,190,SARIKAL
UTTAR SARIKAL,211,SARIKAL
UTTAR SHAKKATI,210,SARIKAL
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
BAHERCHAR,020,BARA JALIA
BARA JALIA,020,BARA JALIA
CHAR BAUSIAR GHORDOUR,030,BARA JALIA
CHHOTA BAHERCHAR,030,BARA JALIA
DURGAPUR,040,BARA JALIA
KASHIMA,110,BARA JALIA
KHUNA GOBINDAPUR,110,BARA JALIA
LAKKHIPUR BAHERCHAR,120,BARA JALIA
PURBA DAIA,160,BARA JALIA
SREEPUR,190,BARA JALIA
ASHIGHAR,010,DHULKHOLA
BASUPATTI,020,DHULKHOLA
BATHUA,020,DHULKHOLA
CHHAGALDI,030,DHULKHOLA
DHULKHOLA,040,DHULKHOLA
DHULKHOLAR MUKHERCHAR,040,DHULKHOLA
HOGALTURI,080,DHULKHOLA
KUNJAPATTI,110,DHULKHOLA
MALLIKPUR NAPAIA,130,DHULKHOLA
MATIALA,130,DHULKHOLA
PALPARA,160,DHULKHOLA
TEGACHHIA,748,DHULKHOLA
BAJITKHAN,020,GUABARIA
GHOSHAIRCHAR,070,GUABARIA
GUABARIA,070,GUABARIA
KALIKAPUR,110,GUABARIA
KAURIA,110,GUABARIA
KOLCHHARI HARINATHPUR,110,GUABARIA
KORALIA,110,GUABARIA
LEMUA,120,GUABARIA
MASKATA,130,GUABARIA
MAULTALA,130,GUABARIA
NARSINGHAPUR,140,GUABARIA
PASHCHIM KORALIA,160,GUABARIA
PATTANI BHANGARCHAR,160,GUABARIA
RANGA,180,GUABARIA
UTTAR CHAR NARSINGHAPUR,210,GUABARIA
ABUPUR SREERAMPUR,010,HARINATHPUR
ASALI ABUPUR,010,HARINATHPUR
BADARPUR,020,HARINATHPUR
BADARTUNI,020,HARINATHPUR
CHAR ABUPUR,030,HARINATHPUR
CHAR CHHAYGAON,030,HARINATHPUR
HARINATHPUR,080,HARINATHPUR
KULCHARI PATARCHAR,110,HARINATHPUR
KULARGAON,110,HARINATHPUR
LAMCHARI TUMCHAR,120,HARINATHPUR
MAHISHKHOLA,130,HARINATHPUR
NACHHKATHI,140,HARINATHPUR
PASHCHIM GANGAPUR,160,HARINATHPUR
PURBA KRISHNAPUR,160,HARINATHPUR
PURBAKANDI,160,HARINATHPUR
SHOULAKURI,190,HARINATHPUR
SULTANPUR,190,HARINATHPUR
TUMCHAR,200,HARINATHPUR
ABDA,010,HIZLA GOURABDI
AMSHAR,010,HIZLA GOURABDI
ANALI,010,HIZLA GOURABDI
ANTARBAM,010,HIZLA GOURABDI
ARAKUL,010,HIZLA GOURABDI
BAGDI,020,HIZLA GOURABDI
BALLABHPUR,020,HIZLA GOURABDI
BIRAMPUR,020,HIZLA GOURABDI
BISHAR,020,HIZLA GOURABDI
CHAR BARKATPUR,030,HIZLA GOURABDI
CHAR BIJALI,030,HIZLA GOURABDI
CHAR BISOR,030,HIZLA GOURABDI
CHAR BISHKANTHALI,030,HIZLA GOURABDI
CHAR BULAR,030,HIZLA GOURABDI
CHAR HIZLA,030,HIZLA GOURABDI
CHAR JANPUR,030,HIZLA GOURABDI
CHAR KILLA,030,HIZLA GOURABDI
CHAR KILLAR PURBACHAR,030,HIZLA GOURABDI
CHAR KUSHARIA,030,HIZLA GOURABDI
CHAR THAIYA,030,HIZLA GOURABDI
CHARIGAON,030,HIZLA GOURABDI
DAKKHIN CHAR DEBUA,040,HIZLA GOURABDI
GANGACHARAN,070,HIZLA GOURABDI
GAURABDI BAGAIRCHAR,070,HIZLA GOURABDI
GHUN GARDI,070,HIZLA GOURABDI
HAMCHANDI ULARGOAN,080,HIZLA GOURABDI
HARIDASPUR,080,HIZLA GOURABDI
HIJLA,080,HIZLA GOURABDI
JOARKHALI,100,HIZLA GOURABDI
KAKURIA,110,HIZLA GOURABDI
KANIBAGA,110,HIZLA GOURABDI
KANIBAGA TOPTACHAR,110,HIZLA GOURABDI
KARPARA,110,HIZLA GOURABDI
KEORIA,110,HIZLA GOURABDI
KHAILA,110,HIZLA GOURABDI
KHALISPUR,115,HIZLA GOURABDI
KUSHAIKURI,110,HIZLA GOURABDI
MANADPUR,130,HIZLA GOURABDI
MANDRATAR KUSHARIA,130,HIZLA GOURABDI
MEGHA,130,HIZLA GOURABDI
PAIKKA,160,HIZLA GOURABDI
PRITHBHISHING,160,HIZLA GOURABDI
RAMANANDI,180,HIZLA GOURABDI
SAHASPUR,190,HIZLA GOURABDI
SEKANDARDI,190,HIZLA GOURABDI
SHANKARPASHA,190,HIZLA GOURABDI
SYEDKHALI SAORA,190,HIZLA GOURABDI
BADURI,020,MEMANIA
BARA LAKKHIPUR,020,MEMANIA
BAUSIA,020,MEMANIA
BHARUA,020,MEMANIA
CHAR DURGAPUR,030,MEMANIA
CHAR MEMANIA,030,MEMANIA
CHHOTA LAKKHIPUR,030,MEMANIA
CHIRAKHOLA,030,MEMANIA
DEBUA,040,MEMANIA
DECREECHAR,040,MEMANIA
GANGAPUR,070,MEMANIA
INDURIAR MUKHERCHAR,090,MEMANIA
KHAGERCHAR,110,MEMANIA
MEMANIA,130,MEMANIA
PASHCHIM DAIYA,160,MEMANIA
PASHCHIM GOBINDAPUR,160,MEMANIA
PURBA KHAGERCHAR,160,MEMANIA
SONATALA,190,MEMANIA
TUM LAKKHIPUR,200,MEMANIA
CHANDPURA,030,CHANDPURA
UTTAR CHANDPURA,211,CHANDPURA
CHAR HIJALTALA,030,CHANDPURA
CHAR PATTANIA,030,CHANDPURA
DAKKHIN DURGAPUR,040,CHANDPURA
HIJALTALA,080,CHANDPURA
KHANTAKHALI,110,CHANDPURA
DAKKHIN KUNDIALPARA,040,CHANDPURA
UTTAR KUNDIALPARA,211,CHANDPURA
NAIMITRA,140,CHANDPURA
PASHCHIM RAYPUR,160,CHANDPURA
PURBA RAYPUR,161,CHANDPURA
SARUKHALI,190,CHANDPURA
BHEDURIA,020,CHANDRAMOHAN
CHAR CHANDRAMOHAN,030,CHANDRAMOHAN
CHAR POWER,030,CHANDRAMOHAN
CHAR SINGHERKATHI,030,CHANDRAMOHAN
GHAGRA TUMCHAR,070,CHANDRAMOHAN
SWASTHAL CHASHI BANSHBARIA,190,CHANDRAMOHAN
SWASTHAL CHASHI MIRZAGANJ,190,CHANDRAMOHAN
SWASTHAL SINGHERKATHI,190,CHANDRAMOHAN
CHAR BADNA,030,CHAR KAUA
CHAR KARANJI,030,CHAR KAUA
CHAR KAUANAYANI,030,CHAR KAUA
DAKKHIN CHARAICHA,040,CHAR KAUA
DINAR,041,CHAR KAUA
KARNAKATHI,110,CHAR KAUA
KAUARCHAR,110,CHAR KAUA
SATANI,740,CHAR KAUA
SHAHID MAJIDPUR,190,CHAR KAUA
BATNA,020,CHARBARIA
CHAR ABDANI,030,CHARBARIA
CHAR BARIA,030,CHARBARIA
CHAR BARIA LAMCHARI,030,CHARBARIA
CHAR ULANGHUNI,030,CHARBARIA
KAGASURA,110,CHARBARIA
MUKUNDAPATTI,130,CHARBARIA
RARIMAHAL,180,CHARBARIA
SAPANIA,190,CHARBARIA
BOGAISAR,020,CHARBARIA
ULANBATNA,211,CHARBARIA
CHAR BUKHAINAGAR,030,CHARMONAI
CHAR GOPALPUR,030,CHARMONAI
CHAR HOGLA,030,CHARMONAI
CHAR KHANAM,030,CHARMONAI
CHARMONAI,030,CHARMONAI
CHATUA,030,CHARMONAI
DINGAMANIK,040,CHARMONAI
GILATALI,070,CHARMONAI
ICHHAGURA,090,CHARMONAI
MAKRAMPRATAP,130,CHARMONAI
PASHARIKATHI,160,CHARMONAI
PASHCHIM CHARMONAI,160,CHARMONAI
PHARPHARIATALA,160,CHARMONAI
RAJARCHAR,180,CHARMONAI
RAJDHAR,180,CHARMONAI
ASTHAKATI,010,JAGUA
BAMNIKATI,020,JAGUA
CHANDIPUR,030,JAGUA
HOGLA,080,JAGUA
KHAYERDIA,110,JAGUA
BIHANGAL,020,KASHIPUR
BILLABARI,020,KASHIPUR
GANAPARA,070,KASHIPUR
KALASGRAM,110,KASHIPUR
LAKHUTIA,120,KASHIPUR
MAGARPARA,130,KASHIPUR
SARSI,190,KASHIPUR
TILAK,200,KASHIPUR
DAKKHIN KARAPUR,040,RAYPASHA KARAPUR
DHARMADI,040,RAYPASHA KARAPUR
